,Text,Predicted Label,LLM Response,True Label,Prediction Time
591,This article is about the public-policy college at Michigan State University. For the similarly named institution in Virginia see James Madison University.James Madison College is a college of public affairs and international relations within Michigan State University in East Lansing Michigan USA.,EducationalInstitution,Educ,EducationalInstitution,0.1273808479309082
592,The Los Andes Peruvian University (UPLA) (Spanish: Universidad Peruana Los Andes) is an educational institution created on December 30 1983 (Law Nº 23.757). The main campus is situated in Huancayo Perú. It is one of the most prosperous universities in the central region of the country. It is named after the Andes mountains which surround the city of Huancayo.,EducationalInstitution,Educ,EducationalInstitution,0.14347481727600098
593,Geochang Polytechnic College also Keochang Polytechnic College is a technical college located in Geochang County South Gyeongsang Province South Korea. It is affiliated with the nationwide Korean Foundation for Polytechnic Colleges. It first opened its doors in 1997.,EducationalInstitution,Educ,EducationalInstitution,0.12798428535461426
594,Godalming Grammar School was a state-funded selective grammar School taking both boys and girls situated in Tuesley Lane Godalming England.,EducationalInstitution,Educ,EducationalInstitution,0.1270616054534912
595,Elkhorn Area Middle School is a public school in Elkhorn Wisconsin serving students in grade 6-8.,EducationalInstitution,Educ,EducationalInstitution,0.1268022060394287
596,Templenewsam Halton Primary School is a community primary school in Leeds West Yorkshire England. It was established as the village school in 1842 and has been maintaining its important role in the community ever since.,EducationalInstitution,Educ,EducationalInstitution,0.12720608711242676
597,The Singapore Management University (Abbreviation: SMU; Chinese: 新加坡管理大学; Malay: Universiti Pengurusan Singapura; Tamil: சிங்கப்பூர் நிர்வாக பல்கலைக்கழகம்) was officially incorporated on 12 January 2000 and was Singapore's first autonomous government-funded university.,EducationalInstitution,Educ,EducationalInstitution,0.1444082260131836
598,Plainville High School is a public high school in Plainville Connecticut. It is the only high school in the town of Plainville Connecticut serving roughly 873 students. Its principal is Steven LePage.,EducationalInstitution,Educ,EducationalInstitution,0.1272115707397461
599,Millburn Academy (Gaelic: Acadamaidh Allt a' Mhuilinn) is a six-year secondary school in Inverness Scotland. It serves the portion of Inverness east of the River Ness along with rural areas to the south of the city with a catchment area that includes the primary schools of Crown Daviot Drakies Inshes Raigmore and Strathdearn. The school runs parallel to the 'Mill Burn' which was originally used for a Whisky distillery. The distillery is now gone and has been replaced by a chain hotel.,EducationalInstitution,Educ,EducationalInstitution,0.14511489868164062
600,Panskura Banamali College is located in Panskura Purba Medinipur district West Bengal India. It offered science commerce and arts degrees in graduation and master degree in arts and science. This institution was established in 1960. The founder of this college was Banamali Charan Khatua a local man from the village of Namalbarh near Bhogpur railway station. The college is under Vidyasagar University.,EducationalInstitution,Educ,EducationalInstitution,0.14311003684997559
601,The Vail Academy and High School is a school located in the University of Arizona Science and Technology Park. It was founded in 1997 to accommodate the fast growing community surrounding Vail. It previously served just high school students but since then it has become a K-12 school. The school mascot is the Boxer. Students must complete a senior exit project in order to graduate as this is a requirement in the Vail Unified School District.,EducationalInstitution,Educ,EducationalInstitution,0.14290952682495117
602,B J S M Madathil V H S School is an aided school in Thazhava North Karunagapally Kollam district Kerala which was founded by V.Vasudevan Pillai in 1957 . The school which started as an Upper Primary school was upgraded to High school in 1979. Vocational Higher Secondary courses were introduced in the school from 1995. The vocational courses offered in the school are Civil construction and Maintenance M. L T MOBE T&T and OS.,EducationalInstitution,Educ,EducationalInstitution,0.14415454864501953
603,Human resource policies are systems of codified decisions established by an organization to support administrative personnel functions performance management employee relations and resource planning.Each company has a different set of circumstances and so develops an individual set of human resource policies.,Company,Company,EducationalInstitution,0.12684392929077148
604,Campbell County High School is a public high school located outside of Alexandria Kentucky. It is the only high school in the Campbell County School District and the nickname is the Fighting Camels. It feeds from Campbell County Middle School and the district's five elementary schools: Crossroads Elementary Campbell Ridge Elementary Reiley Elementary Cline Elementary and Grant's Lick Elementary.,EducationalInstitution,Educ,EducationalInstitution,0.13614368438720703
605,Clifton Preparatory School Nottingham Road is a private co-educational boarding school located in the Nottingham Road area of the KwaZulu-Natal Midlands in South Africa.,EducationalInstitution,Educ,EducationalInstitution,0.12749361991882324
606,St. Mary's Roman Catholic High School is a co-educational 11-16 secondary school in Croydon England. The school is one of the longest established schools in Croydon originally founded over 140 years ago. It has expanded over the years and now caters for about 750 boys and girls the majority of whom are Catholic but the school is attended by pupils of other faiths. The head teacher is Ejiro Ughwujabo.,EducationalInstitution,Educ,EducationalInstitution,0.14397859573364258
607,International Polytechnic High School commonly abbreviated merely as iPoly is a public college preparatory demonstration high school (9-12) located on the California State Polytechnic University Pomona (Cal Poly Pomona) campus and operated by the Los Angeles County Office of Education (LACOE) in conjunction with the College of Education and Integrative Studies at the university.,EducationalInstitution,Educ,EducationalInstitution,0.1359395980834961
608,Camden Catholic High School is a four-year comprehensive private coeducational Roman Catholic high school located in Cherry Hill New Jersey serving students from the Camden County area. The school operates under the supervision of the Roman Catholic Diocese of Camden. The school has been accredited by the Middle States Association of Colleges and Schools Commission on Secondary Schools since 1934.,EducationalInstitution,Educ,EducationalInstitution,0.1360185146331787
609,Randolph College is a private liberal arts and sciences college located in Lynchburg Virginia United States. Founded in 1891 as Randolph-Macon Woman's College it was renamed on July 1 2007 when it became coeducational.The college offers 30 majors 44 minors pre-professional programs in law medicine veterinary medicine engineering and teaching and dual degree programs in engineering and nursing. Bachelor of arts bachelor of science and bachelor of fine arts degrees are offered.,EducationalInstitution,Educ,EducationalInstitution,0.14393281936645508
610,VU University Amsterdam (Dutch: Vrije Universiteit Amsterdam) or VU is a university in Amsterdam the Netherlands founded in 1880. VU is one of two large publicly funded research universities in the city the other being the University of Amsterdam (UvA).The literal translation of the Dutch name Vrije Universiteit is Free [as in liberated] University. Both within and outside the University the institution is commonly referred to as the VU (pronounced somewhat like 'vew' as in 'new').,EducationalInstitution,Educ,EducationalInstitution,0.14467525482177734
611,Smt. Shanti Devi School of Nursing is a nursing school located in the village of Saharanwas Rewari district India. It is recognised by the Indian Nursing Council.,EducationalInstitution,Educ,EducationalInstitution,0.1267564296722412
612,St Xavier's School located in Godavari Nepal about 15 k.m. outside Kathmandu is a school started by Marshall D. Moran and a group of American Jesuit Fathers in 1951. After a few years because of the increasing number of students the primary school was shifted to Jawalakhel (St. Xavier's School Jawalakhel) and the high school remained at Godavari.,EducationalInstitution,Educ,EducationalInstitution,0.14399433135986328
613,Shenyang International School (沈阳 国际 学校 Shěn-yáng guó-jì xué-xiào) (SYIS) was founded in 1998 and offers a North American college-preparatory education program from K3(3 year old class) through 12th grade. It is part of International Schools of China (ISC) which offers academically excellent programs that meet the intellectual physical and emotional needs of students.,EducationalInstitution,Educ,EducationalInstitution,0.14358758926391602
614,Whitman-Hanson Regional High School is a public high school located in Whitman Massachusetts. The school serves students in grades 9-12 from the towns of Whitman Massachusetts and Hanson Massachusetts. It is part of the Whitman-Hanson Regional School District. The schools colors are Black & Red and their mascot is the Panthers.,EducationalInstitution,Educ,EducationalInstitution,0.13563179969787598
615,Armenian State Institute of Physical Culture (ASIPC) is a high-education institute located in Yerevan Armenia. It was founded in 1945 and prepares trainers sports journalists specialists in kinesiology and adaptive physical training. The graduates are awarded a diploma which is a state-authorized document asserting the higher education completion for state agencies.,EducationalInstitution,Educ,EducationalInstitution,0.13603591918945312
616,The London School of Medicine for Women was established in 1874 and was the first medical school in Britain to train women.,EducationalInstitution,Educ,EducationalInstitution,0.1263868808746338
617,Collège des Ingénieurs (also referred to as CDI) is a French educational institution and business school based in Boulevard Saint-Germain Paris and operating in France Germany and Italy.,EducationalInstitution,Educ,EducationalInstitution,0.12686467170715332
618,The Fryderyk Chopin University of Music (Uniwersytet Muzyczny Fryderyka Chopina) is located at ulica Okólnik 2 in central Warsaw Poland. It is the oldest and largest music school in Poland and one of the largest in Europe.,EducationalInstitution,Educ,EducationalInstitution,0.1274247169494629
619,The University of Florida College of Health and Human Performance (HHP) is a college at the University of Florida. The college has three departments and four research centers. The college is unique in that the majors that are offered are inter-disciplinary in nature. As of 2007 there were 2004 undergraduate and graduate students were enrolled in the college.,EducationalInstitution,Educ,EducationalInstitution,0.13645625114440918
620,Temple School was a boys secondary modern in Strood in England. It merged with the Chapter School to form Strood Academy.,EducationalInstitution,Educ,EducationalInstitution,0.1269850730895996
621,Centennial High School is a public secondary school located in unincorporated Clark County Nevada United States in Las Vegas. The school serves about 3000 students in grades 9 to 12 in the Clark County School District.,EducationalInstitution,Educ,EducationalInstitution,0.12725281715393066
622,The Instituto Tecnológico Autónomo de México (Mexico Autonomous Institute of Technology) commonly known as ITAM is a private Ph.D.-granting research university located in Mexico City Mexico.,EducationalInstitution,Educ,EducationalInstitution,0.12673258781433105
623,John Randolph Tucker High School is a high school in Henrico County Virginia United States. It is named after lawyer and Henrico County Judge John Randolph Tucker. Its students and faculty often refer to themselves as Tucker Tigers. The school had approximately 1700 students and over 145 faculty members during the 2009-10 school year.,EducationalInstitution,Educ,EducationalInstitution,0.13607168197631836
624,The School of Polish for Foreigners (SoPfF/SJPdC) - an educational institution part of University of Łódź. Its main purpose is to prepare foreign students to study at Polish universities.The School of Polish for Foreigners was established in 1952 in Łódź.,EducationalInstitution,Educ,EducationalInstitution,0.12805414199829102
625,The Pforzheim University of Applied Science (Hochschule Pforzheim – Hochschule fuer Gestaltung Technik und Wirtschaft) is a public university for applied science in Pforzheim Germany. It was evolved by the demand of specialist in the jewelry industry and science then it became to grow into one of the most important applied university of sciences with research as well as education institution in south Germany.,EducationalInstitution,Educ,EducationalInstitution,0.1432349681854248
626,Leicester High School for Girls also known as 'LHS' is an independent day school for girls aged 3–18 situated in South Knighton Leicester. It was originally a coeducational school but is now an all-girls school.,EducationalInstitution,Educ,EducationalInstitution,0.12706303596496582
627,The University of Montana School of Journalism is located at the University of Montana in Missoula Montana and is one of the oldest accredited journalism programs in the United States.,EducationalInstitution,Educ,EducationalInstitution,0.12764286994934082
628,Shadow Ridge High School is a public high school in northwest Las Vegas Nevada. It was established in 2002 and opened in August 2003. The first graduating class in the high school graduated in June 2005. The school is a part of Clark County School District.,EducationalInstitution,Educ,EducationalInstitution,0.12794971466064453
629,The Heller School for Social Policy and Management is one of the four graduate schools of Brandeis University.Founded in 1959 as the University's first professional school Heller is located on the Brandeis University main campus along with the Brandeis University Graduate School of Arts and Sciences International Business School and the Rabb School of Continuing Studies.Heller offers the degrees of M.A. in Sustainable International Development M.S.,EducationalInstitution,Educ,EducationalInstitution,0.14342236518859863
630,University of Gedo (Somali: Jaamacada Gedo Arabic: جامعة جدو‎) is a public university in the city of Bardera situated in the Gedo region of Somalia. In the past the higher education system in Somalia was mostly concentrated in the area near Mogadishu the nation's capital. Since the outbreak of civil war in 1991 there have been local efforts to re-establish educational institutions across the country.,EducationalInstitution,Educ,EducationalInstitution,0.1436023712158203
631,Delta High School is a public high school in Delta Ohio. It is the only high school in the Pike-Delta-York Schools district. Their nickname is the Panthers. They are members of the Northwest Ohio Athletic League.,EducationalInstitution,Educ,EducationalInstitution,0.12671279907226562
632,The Massachusetts Institute of Technology (MIT) is a private research university in Cambridge Massachusetts known traditionally for research and education in the physical sciences and engineering and more recently in biology economics linguistics and management as well.Founded in 1861 in response to the increasing industrialization of the United States the institute used a polytechnic university model and stressed laboratory instruction.,EducationalInstitution,Educ,EducationalInstitution,0.1362912654876709
633,Trinity College Glasgow Scotland is the Church of Scotland's College at the University of Glasgow. It provides special supervision of candidates for the ministry through a Principal (appointed by the General Assembly of the Church of Scotland) and a College Council. The College is the official channel of liaison between the University of Glasgow the Church of Scotland and the United Free Church of ScotlandThe current Principal is Rev Dr. Doug Gay and the Clerk Rev. Dr. A. K. M. Adam.,EducationalInstitution,Educ,EducationalInstitution,0.14482545852661133
634,Furze Down School is a co-educational special school in Winslow Buckinghamshire. It is a community school which takes children from the age of 5 through to the age of 19.,EducationalInstitution,Educ,EducationalInstitution,0.12736296653747559
635,Summit Pacific College (formerly Western Pentecostal Bible College) is an undergraduate seminary or Bible college on a foothill of Sumas Mountain in the Clayburn Village of Abbotsford British Columbia Canada. It is accredited by the Association for Biblical Higher Education and has a denominational affiliation with the Pentecostal Assemblies of Canada.,EducationalInstitution,Educ,EducationalInstitution,0.13623309135437012
636,La Salle Institute (LSI) is an all-male private Catholic college preparatory school operated by the Brothers of the Christian Schools enrolling young men in grades six through twelve in North Greenbush New York USA. It is operated independent of the Roman Catholic Diocese of Albany. The current principal is Brother Carl Malacalza. Current tuition for the 2013-2014 school year is $9360 (6) $10390 (7) $10420 (8) $12140 (9-11) $12180 (12).,EducationalInstitution,Educ,EducationalInstitution,0.17491888999938965
637,Foothill Horizons Outdoor School is an outdoor school located in Sonora California. The center's formal name is Neal E. Wade Outdoor Education Center. It is operated by the Stanislaus County Office of Education. Stanislaus County Office of Education has been operating an Outdoor Education program for over 50 years. The current director is Pam Ivie.,EducationalInstitution,Educ,EducationalInstitution,0.13604736328125
638,Vestal High School is a public high school that operates as part of the Vestal Central School District which encompasses 57 square miles (150 km2) just west of Binghamton in the Southern Tier of New York. It is a four year comprehensive school which annually receives both national and state recognition for excellence in education. The high school offers Varsity and Junior Varsity sports as well as musical opportunities in orchestra band and chorus.,EducationalInstitution,Educ,EducationalInstitution,0.1444408893585205
639,'Suryodaya English School often referred to as SEMS is a Missionary school in Nepal. It was founded by a Jesuit Father L. Harvey in 1986 A.D. As a result it is called by locals as Father Boarding. It is an institution in Jhapa Eastern Nepal known for extra-curricular activities and excellent education. management team:Sr. Imelda Sherpa SJC(principle)Sr. Blaise Lepcha SJC(supervisor)Sr. Margaret Singh SJC(vice principle)Sr.,EducationalInstitution,Educ,EducationalInstitution,0.1457676887512207
640,Klamath Union High School is a public high school located in Klamath Falls Oregon United States.,EducationalInstitution,Educ,EducationalInstitution,0.1260051727294922
641,Melior Business School (MBS) is part of Melior Education Group which has registered with the Ministry of Education of Singapore. Melior Education Group has campuses and admissions offices in Singapore China Vietnam Myanmar and Thailand.Since its establishment in Vietnam in 2008 the school has developed rapidly with its education and training.,EducationalInstitution,Educ,EducationalInstitution,0.13600850105285645
642,Southern Virginia University (SVU) is a liberal arts college located in Buena Vista Virginia. The school though not officially affiliated with a particular faith embraces the values of The Church of Jesus Christ of Latter-day Saints (LDS Church).,EducationalInstitution,Educ,EducationalInstitution,0.12791800498962402
643,St. Anthony's College is an educational institution in the north eastern part of India established in 1934. The Salesians of Don Bosco an International Society founded by St John Bosco (1815–1888) in Italy has more than 17000 members who are known as Salesians of Don Bosco. They are in present 125 countries and specialize in education and social service institutions for youth.,EducationalInstitution,Educ,EducationalInstitution,0.14419198036193848
644,The New School is a university in New York City New York United States located mostly in Greenwich Village. From its founding in 1919 by progressive New York educators and for most of its history the university was known as the New School for Social Research. Between 1997 and 2005 it was known as New School University.,EducationalInstitution,Educ,EducationalInstitution,0.13642621040344238
645,O.H. Cooper High School (commonly referred to as Abilene Cooper) is a public co-educational secondary school in Abilene Texas. It opened in 1960 in part to handle the increase in school age youth resulting from the Post World War II Baby Boom. It is one of two 4-year High Schools within Abilene Independent School District.Cooper High is named for Oscar Henry Cooper who was president of Baylor University from 1898 to 1902.,EducationalInstitution,Educ,EducationalInstitution,0.14492034912109375
646,Central Midlands Senior High School is a comprehensive public high school located in Ranfurly Street in Moora a regional centre 172 kilometres (107 mi) north of Perth Western Australia.,EducationalInstitution,Educ,EducationalInstitution,0.12683701515197754
647,School No.1 is a public school in Sükhbaatar (district) Ulaanbaatar Mongolia. Mongolia's first government-run public primary school was founded in 1921 and its first secondary school School No.1 was founded in 1923.As of 2010 there are about 2150 students in 46 classes 80 teachers and 20 service workers in the school. About 8000 students graduated from the school in the last academic years.,EducationalInstitution,Educ,EducationalInstitution,0.14482378959655762
648,Metro Christian Academy is a private Baptist-affiliated K-12 school in Madison Tennessee.Metro Christian was founded in 1981 by Pastor Randy Ray. It began with only 3 kindergarten kids and was accredited by the Tennessee Association of Christian Schools and the Tennessee State Department of Education. The senior class of Metro Christian Academy has the privilege to take a missions trip every year.,EducationalInstitution,Educ,EducationalInstitution,0.1364583969116211
649,IIT Stuart School of Business (often just Stuart or IIT Stuart) is an academic unit of the Illinois Institute of Technology a private Ph.D.-granting technological university.IIT Stuart’s curriculum is centered on the concept of strategic competitiveness composed of creativity entrepreneurship incisive decision-making leadership innovation and sustainability.,EducationalInstitution,Educ,EducationalInstitution,0.12939023971557617
650,The Regional Institute of Ophthalmology and Government Ophthalmic Hospital (commonly called the Egmore Eye Hospital) Chennai is the oldest eye hospital in the Indian subcontinent and in Asia.,EducationalInstitution,Educ,EducationalInstitution,0.12738299369812012
651,National Hill View Public School (NHVPS) is a private school that offers instruction for pre-school through high school aged children in Rajarajeshwari Nagar Bangalore Karnataka India. The school is affiliated with the Central Board of Secondary Education (CBSE). The current principal of NHVPS is Mrs. Rama Ranganathan.,EducationalInstitution,Educ,EducationalInstitution,0.1359119415283203
652,The Achva Academic College is located on the seam line between the Negev desert and central Israel.The College was established in 1971 and is implementing a unique academic model which allows students to combine a B.Sc degree with thorogh pedagogical training which also includes a hands-on practicum experience.,EducationalInstitution,Educ,EducationalInstitution,0.13562488555908203
653,Sekolah Menengah Kebangsaan KOMPLEKS KLIA is a secondary school located in the residential area of Kuala Lumpur International Airport Malaysia. The school is located in KLIA Kuarters and beside the primary school building.,EducationalInstitution,Educ,EducationalInstitution,0.1271364688873291
654,Cox Mill High School is a comprehensive public high school in Concord North Carolina. It opened with grades 9-11 on August 25 2009 and graduated its first senior class on June 11 2011.,EducationalInstitution,Educ,EducationalInstitution,0.12783479690551758
655,Shihezi University is a university in Shihezi Xinjiang founded in April 1996 under the integration of some former institutional colleges by the Ministry of Education and the Xinjiang Production and Construction Corps. It is a national key university.,EducationalInstitution,Educ,EducationalInstitution,0.12739062309265137
656,TMI — The Episcopal School of Texas (in full Texas Military Institute) is a selective coeducational Episcopal college preparatory school in San Antonio Texas for boarding and day students. It is the flagship school and sole secondary school of the Episcopal Diocese of West Texas. TMI is the oldest Episcopal college preparatory school in the American Southwest. Until the 1980s TMI had sent more graduates to West Point and Princeton than any other school in Texas history.[citation needed],EducationalInstitution,Educ,EducationalInstitution,0.14425873756408691
657,Hill Military Academy was a private College preparatory military academy in Portland in the U.S. state of Oregon. Opened in 1901 it was a leading military boarding school in the Pacific Northwest. Originally located in Northwest Portland it later moved to Rocky Butte where it remained until it closed in 1959. The school was a party to the Pierce v. Society of Sisters United States Supreme Court case.,EducationalInstitution,Educ,EducationalInstitution,0.14336133003234863
658,For other uses see European University (disambiguation)European University of Madrid (Universidad Europea de Madrid in Spanish language) is a private university in Madrid Spain. The school is owned by Laureate Education Inc. and has 12500 students.,EducationalInstitution,Educ,EducationalInstitution,0.12765240669250488
659,Spring Valley High School is a high school located in an unincorporated portion of Wayne County West Virginia United States with a postal address in the nearby city of Huntington. It is part of the Wayne County Board of Education system.,EducationalInstitution,Educ,EducationalInstitution,0.12752008438110352
660,For other schools named Immaculata see Immaculata High School (disambiguation).Immaculata High School (also known as Immaculata or IHS) is a private coeducational Roman Catholic high school in Somerville in Somerset County New Jersey United States. Founded in 1962 Immaculata High School operates within the Roman Catholic Diocese of Metuchen.,EducationalInstitution,Educ,EducationalInstitution,0.1434345245361328
661,Carlton le Willows Academy (formerly Carlton le Willows School) is a coeducational secondary school and sixth form with academy status located in Gedling in the English county of Nottinghamshire.,EducationalInstitution,Educ,EducationalInstitution,0.12665796279907227
662,Sri Ramakrishna Institute of Technology (SRIT) is an engineering college in Pachapalayam Coimbatore Tamil Nadu India. It was founded in 2002 by the SNR Trust. It is affiliated to Anna University and AICTE. It offers undergraduate and postgraduate courses.,EducationalInstitution,Educ,EducationalInstitution,0.13587045669555664
663,The City of Armagh High School is located in the city of Armagh Northern Ireland. It is one of six schools in the Armagh City. The school moved to a new location in 1995 and was opened Queen Elizabeth.The City of Armagh High School teaches children ageD 11–18. The school opened in 1965. The school's slogan IS Excellence Opportunity and Care.The City of Armagh High School has sports such as football hockey netball athletics gymnastics and cross country.,EducationalInstitution,Educ,EducationalInstitution,0.1454634666442871
664,Fort Valley State University (FVSU) is a historically black university (HBCU) located in Fort Valley Georgia. It is also a unit of the University System of Georgia and a member-school of the Thurgood Marshall College Fund.,EducationalInstitution,Educ,EducationalInstitution,0.1280663013458252
665,The National University of La Pampa (Spanish: Universidad Nacional de La Pampa UNLPAM) is an Argentine national university situated in the city of Santa Rosa capital of La Pampa Province.,EducationalInstitution,Educ,EducationalInstitution,0.12731003761291504
666,Canadian Mennonite University (CMU) is a Christian university located in Winnipeg Manitoba Canada that awards three and four-year degrees in a variety of programs.,EducationalInstitution,Educ,EducationalInstitution,0.1265861988067627
667,West Hill Collegiate Institute (also called West Hill CI WHCI or West Hill) is a public high school in Toronto Canada located in eastern Scarborough under the jurisdiction of the Scarborough Board of Education until its amalgamation with the Toronto District School Board in 1998. The school was opened in 1955 and named after the community of West Hill Toronto in which the school is located and celebrated its 50th anniversary in 2005.,EducationalInstitution,Educ,EducationalInstitution,0.14382386207580566
668,George Washington High School is a public high school in Richmond District San Francisco California. The school is a part of the San Francisco Unified School District. In 2011 Washington High was ranked by Newsweek's Jay Mathews Challenge Index as the 497th best high school in the United States.,EducationalInstitution,Educ,EducationalInstitution,0.13684582710266113
669,Greendale Secondary School (abbreviation: GDLSS; Simplified Chinese: 绿苑中学) is a secondary school located in Punggol in the north-eastern part of Singapore.Greendale Secondary School started as a new school in January 2006. In 2010 Greendale Secondary School represented the North-East district by hosting the launch site for the YOG torch relay in day 3 of the Singapore leg.There is also a primary school that has the same name just opposite the school.,EducationalInstitution,Educ,EducationalInstitution,0.14440298080444336
670,Orange Park High School is a high school located in Orange Park Florida. The athletic teams are known as the Raiders. In the 2008–2009 school year the school had nearly 3000 students increasing by 700 in just three years. However nearly 1000 students moved to the new Oakleaf High School for the 2010-2011 School year. Orange Park High School celebrated its 50th anniversary in 2011.,EducationalInstitution,Educ,EducationalInstitution,0.14493775367736816
671,The Conneaut School District is a public school district in Crawford County Pennsylvania and geographically encompasses approximately the western third of the county. The school district is approximately 8 miles west of Meadville 40 miles south of Erie and 91 miles north of Pittsburgh.,EducationalInstitution,Educ,EducationalInstitution,0.1287364959716797
672,The Rhine-Waal University of Applied Sciences known as Hochschule Rhein-Waal (HSRW) in German is a public university with an international orientation. The university opened for the winter semester of 2009/10 and reached full size in 2013 with about 5000 students. The university has three campuses in Kleve and campus in Kamp-Lintfort.The name for the university has been adopted from the German river Rhine and Dutch river Waal.,EducationalInstitution,Educ,EducationalInstitution,0.14510869979858398
673,Mount Carmel Academy or Mt. Carmel is an all-girls parochial high school in New Orleans Louisiana United States. It is located in the Roman Catholic Archdiocese of New Orleans.,EducationalInstitution,Educ,EducationalInstitution,0.12695813179016113
674,The National Technological University (Spanish: Universidad Tecnológica Nacional UTN) is a country-wide national university in Argentina and it's considered among the top engineering schools in the country. Hosting over 75000 students its student body is comparable to Argentina's third-largest university (the National University of La Plata) and exceeded significantly only by the University of Buenos Aires (UBA) (over 300000 students).,EducationalInstitution,Educ,EducationalInstitution,0.14345121383666992
675,Greene Central High School is a public high school located in Greene County North Carolina. The middle school feeding upcoming students into Greene Central is Greene County Middle School. The school mascot is the Ram. It is one of five schools of the Greene County School System.,EducationalInstitution,Educ,EducationalInstitution,0.12781333923339844
676,St. Maximillian Kolbe Catholic High School is a high school in Aurora Ontario Canada. The school opened on September 2009 and is administered by the York Catholic District School Board.,EducationalInstitution,Educ,EducationalInstitution,0.12712335586547852
677,Located in Watertown Tennessee Watertown High School is part of the Wilson County School System.,EducationalInstitution,Educ,EducationalInstitution,0.12602710723876953
678,The Government College of Engineering Salem in Salem Tamil Nadu India is an engineering education center in the state of Tamil Nadu. It is one of the three institutions offering Metallurgical Engineering as a full-time course in Tamil Nadu.GCE-Salem was started during the Third Plan period in 1966 and is located on a beautiful site surrounded by hills. Its area is 1.62 square kilometres (400 acres). This is the third government engineering institution formed in Tamil Nadu.,EducationalInstitution,Educ,EducationalInstitution,0.1439511775970459
679,Krantiguru Shyamji Krishna Verma Kachchh University named after Shyamji Krishnavarma of Kachchh Gujarat India is a regional university that promotes higher education in regional and rural areas of the country.,EducationalInstitution,Educ,EducationalInstitution,0.12839937210083008
680,Charlotte Amalie High School is a public high school housing a population of just over 1500 students located in what is colloquially called the town area of the island of St. Thomas United States Virgin Islands; It is named after the official name for the town area Charlotte Amalie and it is a part of the St. Thomas-St. John School District. It is the territory's most populous high school.CAHS was established in 1920 as a junior high school.,EducationalInstitution,Educ,EducationalInstitution,0.14472675323486328
681,Shawnee Community College (SCC) located in Ullin Illinois is one of 48 two-year open-admission colleges of the Illinois Community College System (ICCS) organized under the Illinois Public Community College Act.,EducationalInstitution,Educ,EducationalInstitution,0.1275336742401123
682,Mansfield Legacy High School is a public secondary school located in Mansfield Texas United States.The school is a part of the Mansfield Independent School District and serves sections of the city of Mansfield as well as unincorporated sections of Tarrant County. Legacy is built on the location of the historic Kowbell Rodeo. When Mansfield was a small rural community (in the southeast of Ft.Worth) the Kowbell Rodeo was a popular stopping place for cowboys and cowgirls.,EducationalInstitution,Educ,EducationalInstitution,0.1447303295135498
683,The School at Columbia University is located at 110th Street and Broadway in the New York City borough of Manhattan. The school is an independent K-8 school affiliated with Columbia University for children drawn equally from the Morningside Heights Manhattan/Upper West Side/Harlem community and from the faculty and staff of the university. It is a diverse school with a mix of students from many different ethnic backgrounds.,EducationalInstitution,Educ,EducationalInstitution,0.1428234577178955
684,Riverdale Baptist School is a Christian school located in Upper Marlboro Maryland. It serves students ranging in grade levels from Pre-K through 12th grade. It is located in Prince George's County.Riverdale Baptist School is a ministry of Riverdale Baptist Church. The school established in 1971 enjoys an excellent reputation for preparing students academically socially and spiritually.,EducationalInstitution,Educ,EducationalInstitution,0.13631749153137207
685,Ormiston Maritime Academy (formerly known as Hereford Technology School) is a secondary school with academy status.,EducationalInstitution,Educ,EducationalInstitution,0.12612318992614746
686,The School of One (SO1) is a middle school mathematics program of the New York City Department of Education. It began in 2009 and is currently operating in four schools in Manhattan The Bronx and Brooklyn. Its innovative program integrates the use of technology in the development and implementation of personalized curriculum and learning as well as the use of technology in the learning environment.,EducationalInstitution,Educ,EducationalInstitution,0.1373121738433838
687,The Middelbare Technische School is a former MTS middelbare school on the Verspronckweg Haarlem The Netherlands. It is one of the oldest public vocational schools in Haarlem built as a boys school in 1919 which grew out of the first Ambachtsschool that was located on the Kamperstraat. It currently houses one of the locations of the Sterren College.,EducationalInstitution,Educ,EducationalInstitution,0.1437973976135254
688,Aldine Senior High School is a public high school located in the Greenspoint district of northern Houston Texas United States. It is part of the Aldine Independent School District. The senior high school campus serves grades 10 through 12. The separate Aldine Ninth Grade School hosts students in grade 9.,EducationalInstitution,Educ,EducationalInstitution,0.13695406913757324
689,Brighton and Sussex Medical School (BSMS) is a medical school formed as a partnership of the University of Brighton and the University of Sussex. Like other UK medical schools it is based on the principles and standards of 'Tomorrow's Doctor' an initiative by the General Medical Council outlining the role of British practitioners.,EducationalInstitution,Educ,EducationalInstitution,0.12933731079101562
690,St. Joseph's English High School Gujranwala Punjab Pakistan is the first English medium school in the city.St. Joseph’s English High School was founded on the 1 April 1954 by Fr. Bene OFM (Cap.) then Parish Priest of Gujranwala in the Roman Catholic Archdiocese of Lahore. Originally named as St. Mary' School it was started for the Christian students at Khokharki. Mr.,EducationalInstitution,Educ,EducationalInstitution,0.14435386657714844
691,University Malaysia Pahang (English: University of Malaysia Pahang) (UMP) is a Malaysian government university. It was formerly known as Kolej Universiti Kejuruteraan dan Teknologi Malaysia (English: University College of Engineering & Technology Malaysia) (KUKTEM).,EducationalInstitution,Educ,EducationalInstitution,0.12856292724609375
